Forager_Word,Found,Original Found,AZ Close Matches
reticulated python,TRUE,TRUE,"reticulated python, cow reticulated python, spotted python"
retriever,TRUE,FALSE,"golden retriever, reindeer, comfort retriever"
rhea,TRUE,TRUE,"rhea, hyena"
rhesus macaque,TRUE,TRUE,"rhesus macaque, macaque, japanese macaque"
rhesus monkey,TRUE,FALSE,"howler monkey, proboscis monkey, rhesus macaque"
rhino,TRUE,FALSE,"rhinoceros, chinook"
rhinoceros,TRUE,TRUE,"rhinoceros, white rhinoceros, javan rhinoceros"
rhinoceros beetle,TRUE,FALSE,"rhino beetle, rhinoceros, pine beetle"
ribbonfish,TRUE,FALSE,"lionfish, bonefish, pinfish"
right whale,TRUE,FALSE,"sei whale, fin whale, knight anole"
ring-tailed lemur,TRUE,FALSE,ring-billed gull
ringtail,TRUE,FALSE,king quail
ringtail cat,TRUE,FALSE,redtail catfish
river otter,TRUE,TRUE,"river otter, sea otter, river turtle"
river rat,TRUE,FALSE,"river otter, xingu river ray, river turtle"
roach,TRUE,FALSE,"loach, sea roach, cockroach"
roadrunner,TRUE,TRUE,roadrunner
robin,TRUE,TRUE,robin
robin redbreast,FALSE,FALSE,No close match found
rock hyrax,TRUE,TRUE,"rock hyrax, rock crab"
rockfish,TRUE,TRUE,"rockfish, monkfish, frogfish"
rockhead,TRUE,FALSE,"rock hyrax, rhea"
rodent,TRUE,FALSE,rodents
roe,TRUE,FALSE,"rottle, grouse"
roe deer,TRUE,TRUE,"roe deer, red deer, coues deer"
roly-poly,FALSE,FALSE,No close match found
rook,FALSE,FALSE,No close match found
rooster,TRUE,TRUE,"rooster, oyster, lobster"
roseate spoonbill,TRUE,TRUE,roseate spoonbill
roseate tern,TRUE,FALSE,"sea otter, rotterman"
rotifer,TRUE,FALSE,"rooster, rottweiler, tiger"
rottweiler,TRUE,TRUE,"rottweiler, rottweiler mix, rottle"
roundworm,TRUE,FALSE,sandworm
rudd,FALSE,FALSE,No close match found
ruddy duck,TRUE,TRUE,ruddy duck
ruddy turnstone,TRUE,TRUE,ruddy turnstone
ruffed grouse,FALSE,FALSE,No close match found
ruminant,FALSE,FALSE,No close match found
russian blue,TRUE,TRUE,"russian blue, russian bear dog"
rusty blackbird,FALSE,FALSE,No close match found
saber tooth,TRUE,FALSE,saber-toothed tiger
sabertoothed cat,TRUE,FALSE,saber-toothed tiger
sabertoothed tiger,TRUE,FALSE,saber-toothed tiger
sable,TRUE,TRUE,"sable, warbler"
sable antelope,TRUE,FALSE,antelope
sacred ibis,FALSE,FALSE,No close match found
sage grouse,TRUE,FALSE,grouse
saiga,TRUE,TRUE,"saiga, anhinga"
sailfish,TRUE,TRUE,"sailfish, snailfish, swai fish"
saint bernard,TRUE,TRUE,"saint bernard, saint berdoodle, sun bear"
saki monkey,TRUE,FALSE,"spider monkey, monkey, patas monkey"
salamander,TRUE,TRUE,"salamander, fire salamander, tiger salamander"
salmon,TRUE,TRUE,"salmon, sea lion, pink salmon"
salmonid,TRUE,FALSE,"salmon, samoyed, salamander"
saltwater crocodile,TRUE,FALSE,"freshwater crocodile, dwarf crocodile, nile crocodile"
saltwater fish,TRUE,FALSE,"skate fish, starfish, stargazer fish"
saluki,TRUE,TRUE,"saluki, somali, alusky"
sand cat,TRUE,TRUE,"sand cat, sand crab, asian carp"
sand crab,TRUE,TRUE,"sand crab, sand cat, snow crab"
sand dab,TRUE,FALSE,"sand crab, sand cat, sand dollar"
sand dollar,TRUE,TRUE,"sand dollar, sand lizard, silver dollar"
sand lance,TRUE,FALSE,"sandhill crane, sand lizard, sand dollar"
sand shark,TRUE,FALSE,"salmon shark, sand tiger shark, greenland shark"
sand tiger shark,TRUE,TRUE,"sand tiger shark, tiger shark, tasmanian tiger snake"
sandbar shark,TRUE,FALSE,"sand tiger shark, salmon shark, standard schnauzer"
sandfish,TRUE,FALSE,"sawfish, toadfish, starfish"
sandfly,FALSE,FALSE,No close match found
sandhill crane,TRUE,TRUE,"sandhill crane, sand crab"
sandpiper,TRUE,TRUE,"sandpiper, sand viper, upland sandpiper"
sapsucker,FALSE,FALSE,No close match found
sardine,TRUE,FALSE,"sardines, cardinal"
sauropod,TRUE,FALSE,"sauropoda, sauropoda"
sauropod dinosaur,TRUE,FALSE,"sauropoda, sauropoda"
saury,FALSE,FALSE,No close match found
savannah cat,TRUE,FALSE,"savanna goat, savannah sparrow, savannah monitor"
sawfish,TRUE,TRUE,"sawfish, starfish, sailfish"
sawfly,TRUE,FALSE,"mayfly, fly"
scallop,TRUE,FALSE,"scallops, swallow"
scaly anteater,TRUE,FALSE,"anteater, scarlet tanager"
scarab,TRUE,FALSE,"crab, snow crab, sand crab"
scarlet macaw,TRUE,TRUE,"scarlet macaw, scarlet tanager"
scarlet tanager,TRUE,TRUE,"scarlet tanager, scarlet macaw, summer tanager"
scaup,TRUE,FALSE,"sculpin, carp"
schipperke,TRUE,TRUE,schipperke
schistosome,FALSE,FALSE,No close match found
schnauzer,TRUE,FALSE,"parti schnauzer, giant schnauzer, standard schnauzer"
scorpion,TRUE,TRUE,"scorpion, scorpion fish, bark scorpion"
scorpionfish,TRUE,FALSE,"scorpion fish, scorpion, pinfish"
scoter,TRUE,FALSE,"otter, sea otter, oyster"
scottish fold,TRUE,FALSE,scottish fold cat
scottish shetland,TRUE,FALSE,scottish deerhound
screech owl,FALSE,FALSE,No close match found
scrod,TRUE,FALSE,crow
scrub jay,FALSE,FALSE,No close match found
sculpin,TRUE,TRUE,"sculpin, scorpion"
scup,TRUE,FALSE,sculpin
sea anemone,TRUE,TRUE,"sea anemone, sea dragon"
sea bass,TRUE,TRUE,"sea bass, black sea bass, striped bass"
sea bear,TRUE,FALSE,"sun bear, sea bass, sambar"
sea bream,TRUE,FALSE,"sea bass, sea roach, sea eagle"
sea cow,TRUE,FALSE,sea lion
sea cucumber,FALSE,FALSE,No close match found
sea lamprey,TRUE,FALSE,lamprey
sea lion,TRUE,TRUE,"sea lion, salmon, cave lion"
sea lions,TRUE,FALSE,"sea lion, salmon, cave lion"
sea monkey,TRUE,FALSE,"spider monkey, sea anemone, monkey"
sea otter,TRUE,TRUE,"sea otter, otter, river otter"
sea otters,TRUE,FALSE,"sea otter, seahorse, river otter"
sea ray,TRUE,FALSE,"sea roach, eagle ray, sea dragon"
sea scorpion,TRUE,FALSE,"scorpion, bark scorpion, sea lion"
sea slug,TRUE,TRUE,"sea slug, slug, seal"
sea slug aplysia,TRUE,FALSE,sea slug
sea snake,TRUE,TRUE,"sea snake, sunbeam snake, zebra snake"
sea sponge,TRUE,FALSE,"sponge, sea snake, sea spider"
sea squirt,TRUE,TRUE,"sea squirt, sea turtle, sea spider"
sea star,TRUE,FALSE,"sea trout, sea snake, sea otter"
sea turtle,TRUE,TRUE,"sea turtle, sea trout, sea otter"
sea urchin,TRUE,TRUE,"sea urchin, sea roach, sea lion"
seabird,TRUE,FALSE,"bird, weaver bird, ovenbird"
seagull,TRUE,TRUE,"seagull, seal, beabull"
seahawk,TRUE,FALSE,"hawk, goshawk, sparrowhawk"
seahorse,TRUE,TRUE,"seahorse, horse"
seal,TRUE,TRUE,"seal, serval, seagull"
sealion,TRUE,FALSE,"sea lion, salmon, seal"
sedge wren,TRUE,FALSE,"sedge warbler, house wren"
sei whale,TRUE,TRUE,"sei whale, sperm whale, fin whale"
serow,TRUE,FALSE,"sparrow, crow"
serpent,TRUE,FALSE,egret
serval,TRUE,TRUE,"serval, seal"
shad,TRUE,FALSE,shark
shar pei,TRUE,FALSE,hare
shark,TRUE,TRUE,"shark, reef shark, horn shark"
shearwater,FALSE,FALSE,No close match found
sheep,TRUE,TRUE,sheep
sheepdog,TRUE,FALSE,"sheep, sheepadoodle, maremma sheepdog"
sheepshead,TRUE,FALSE,"sheepshead fish, sheep"
shelduck,TRUE,FALSE,duck
shellfish,TRUE,FALSE,"jellyfish, damselfish, sailfish"
shepherd,TRUE,FALSE,"king shepherd, chow shepherd, saint shepherd"
shetland pony,TRUE,FALSE,shetland sheepdog
shetland sheepdog,TRUE,TRUE,"shetland sheepdog, icelandic sheepdog, catalan sheepdog"
shih tzu,TRUE,TRUE,"shih tzu, shih tzu mix, maltese shih tzu"
shipworm,TRUE,FALSE,"superworm, worm"
shorebird,TRUE,FALSE,"ovenbird, lyrebird"
shortfin mako,TRUE,FALSE,shortfin mako shark
shorthorn,FALSE,FALSE,No close match found
shoveler,TRUE,FALSE,"shollie, shepweiler"
shrew,TRUE,TRUE,"shrew, hare"
shrike,TRUE,FALSE,"shrew, shark, shrimp"
shrimp,TRUE,TRUE,"shrimp, amano shrimp"
siamang,TRUE,FALSE,kiang
siamese cat,TRUE,FALSE,siamese
siberian blue robin,TRUE,FALSE,american robin
siberian cat,TRUE,FALSE,"siberian, siberian tiger, siberian ibex"
siberian husky,TRUE,TRUE,"siberian husky, siberian, gerberian shepsky"
siberian tiger,TRUE,TRUE,"siberian tiger, siberian ibex, siberian retriever"
sidewinder,TRUE,TRUE,"sidewinder, reindeer"
sika,TRUE,FALSE,"skua, pika"
silkworm,TRUE,FALSE,"slow worm, worm"
silkworm moth,TRUE,FALSE,"bagworm moth, io moth"
silky terrier,TRUE,TRUE,"silky terrier, skye terrier, cesky terrier"
silverback,FALSE,FALSE,No close match found
silverback gorilla,TRUE,FALSE,"silver dollar, silver dollar, cross river gorilla"
silverfish,TRUE,FALSE,"sailfish, viperfish, snailfish"
silvertip,FALSE,FALSE,No close match found
siphonophore,TRUE,FALSE,"giant siphonophore, hoopoe"
siskin,TRUE,FALSE,pine siskin
skate,TRUE,FALSE,"skua, skate fish, muskrat"
skink,TRUE,FALSE,"skunk, mink"
skipjack,TRUE,FALSE,"skipjack tuna, husky jack"
skipjack tuna,TRUE,TRUE,skipjack tuna
skua,TRUE,TRUE,"skua, skunk"
skunk,TRUE,TRUE,"skunk, skua"
skylark,TRUE,FALSE,"silky shark, shark, dusky shark"
sled dog,FALSE,FALSE,No close match found
slender loris,FALSE,FALSE,No close match found
slime eels,TRUE,FALSE,"soldier beetle, fire eel"
sloth,TRUE,TRUE,"sloth, moth"
sloth bear,TRUE,FALSE,"sun bear, sloth"
slow loris,TRUE,FALSE,"slow worm, loris"
slug,TRUE,TRUE,"slug, sea slug"
smallmouth,TRUE,FALSE,"smallmouth bass, sloth"
smallmouth bass,TRUE,TRUE,"smallmouth bass, largemouth bass"
smalltooth sawfish,TRUE,FALSE,smallmouth bass
smelt,TRUE,FALSE,seal
smooth dogfish,TRUE,FALSE,"spiny dogfish, snook fish, hogfish"
smooth hammerhead,TRUE,FALSE,smooth hammerhead shark
snail,TRUE,TRUE,"snail, snailfish, seal"
snail darter,FALSE,FALSE,No close match found
snailfish,TRUE,TRUE,"snailfish, sailfish, swai fish"
snake,TRUE,TRUE,"snake, sea snake, mud snake"
snapper,TRUE,FALSE,"sandpiper, snake, cubera snapper"
snapping turtle,TRUE,TRUE,"snapping turtle, sea turtle, painted turtle"
snipe,TRUE,FALSE,"sandpiper, snorkie, sand viper"
snoek,TRUE,FALSE,snorkie
snook,TRUE,FALSE,"snorkie, snook fish, chinook"
snow crab,TRUE,TRUE,"snow crab, sand crab, stone crab"
snow goose,TRUE,TRUE,"snow goose, snowshoe, mongoose"
snow leopard,TRUE,TRUE,"snow leopard, leopard, javan leopard"
snow lion,TRUE,FALSE,"sea lion, snowy owl, snow leopard"
snow monkey,TRUE,FALSE,"howler monkey, monkey, patas monkey"
snowbird,TRUE,FALSE,bird
snowshoe hare,TRUE,TRUE,"snowshoe hare, snowshoe"
snowy egret,TRUE,FALSE,"snow goose, norway rat"
snowy owl,TRUE,TRUE,"snowy owl, tawny owl"
sockeye,TRUE,FALSE,sockeye salmon
sockeye salmon,TRUE,TRUE,"sockeye salmon, keta salmon, kokanee salmon"
song thrush,TRUE,TRUE,"song thrush, thrush"
songbird,TRUE,FALSE,"ovenbird, mockingbird, bird"
soupfin,TRUE,FALSE,"sculpin, scorpion"
sow,TRUE,FALSE,"owl, cow"
spadefish,TRUE,FALSE,"paddlefish, sawfish, skate fish"
spadefoot,TRUE,FALSE,spadefoot toad
spadefoot toad,TRUE,TRUE,spadefoot toad
spaniel,TRUE,FALSE,"field spaniel, snail, cocker spaniel"
spanish mackerel,TRUE,TRUE,"spanish mackerel, king mackerel, spanish water dog"
sparrow,TRUE,TRUE,"sparrow, sparrowhawk, parrot"
sparrow hawk,TRUE,FALSE,"sparrowhawk, sparrow, eurasian sparrowhawk"
spearfish,TRUE,FALSE,"starfish, viperfish, sawfish"
speckled trout,TRUE,TRUE,"speckled trout, sea trout, lake trout"
spectacled caiman,TRUE,FALSE,spectacled bear
sperm whale,TRUE,TRUE,"sperm whale, sei whale, killer whale"
sphinx moth,TRUE,FALSE,"spongy moth, spongy moth, io moth"
sphynx cat,TRUE,FALSE,"sphynx, sand cat, fishing cat"
spider,TRUE,TRUE,"spider, sea spider, eider"
spider crab,TRUE,FALSE,"fiddler crab, spider wasp, spider"
spider mite,TRUE,FALSE,"spider monkey, spider, termite"
spider monkey,TRUE,TRUE,"spider monkey, squirrel monkey, vervet monkey"
spiny anteater,TRUE,FALSE,anteater
spiny dogfish,TRUE,TRUE,"spiny dogfish, pinfish, hairy frogfish"
spiny dogfish shark,TRUE,FALSE,spiny dogfish
spiny lobster,TRUE,FALSE,"lobster, spiny bush viper"
spitting cobra,TRUE,TRUE,"spitting cobra, red spitting cobra, zebra spitting cobra"
spitz,FALSE,FALSE,No close match found
sponge,TRUE,TRUE,"sponge, poogle, onager"
spoonbill,TRUE,FALSE,"hornbill, roseate spoonbill"
spotted flycatcher,TRUE,FALSE,"scissor-tailed flycatcher, great crested flycatcher, flycatcher"
spotted hyena,TRUE,FALSE,"striped hyena, spotted gar, spotted python"
spotted owl,TRUE,FALSE,"spotted gar, spotted python, spotted bass"
spotted salamander,TRUE,FALSE,"tiger salamander, fire salamander, spotted lanternfly"
spotted sandpiper,TRUE,FALSE,"upland sandpiper, spotted gar, sandpiper"
sprat,TRUE,FALSE,"rat, muskrat"
spring peeper,FALSE,FALSE,No close match found
springbok,TRUE,TRUE,"springbok, springador"
springer spaniel,TRUE,FALSE,"welsh springer spaniel, english springer spaniel, picardy spaniel"
spruce bark beetle,TRUE,FALSE,"bark beetle, spider beetle, scarab beetle"
spruce grouse,FALSE,FALSE,No close match found
squab,TRUE,FALSE,"squash bee, skua"
squid,TRUE,TRUE,squid
squirrel,TRUE,TRUE,"squirrel, squirrelfish, red squirrel"
squirrel monkey,TRUE,TRUE,"squirrel monkey, spider monkey, squirrel"
staffordshire bull terrier,TRUE,TRUE,"staffordshire bull terrier, american staffordshire terrier, yorkshire terrier"
staffordshire terrier,TRUE,FALSE,"staffordshire bull terrier, american staffordshire terrier, yorkshire terrier"
stag,TRUE,FALSE,"tang, stoat, saiga"
stag beetle,TRUE,TRUE,"stag beetle, titan beetle, tiger beetle"
staghorn coral,TRUE,FALSE,stone crab
stallion,TRUE,FALSE,"sea lion, salmon, swallow"
standard poodle,TRUE,FALSE,saint berdoodle
star-nosed mole,TRUE,TRUE,star-nosed mole
starfish,TRUE,TRUE,"starfish, sawfish, oarfish"
stargazer,TRUE,FALSE,stargazer fish
starling,TRUE,FALSE,"tang, tamarin"
steed,FALSE,FALSE,No close match found
steenbok,FALSE,FALSE,No close match found
steeplechase horse,FALSE,FALSE,No close match found
steer,TRUE,FALSE,"oyster, terrier, rooster"
stegosaurus,TRUE,FALSE,"scutosaurus, anteosaurus, lystrosaurus"
steller jay,FALSE,FALSE,No close match found
stick bug,FALSE,FALSE,No close match found
stick insect,TRUE,TRUE,"stick insect, insect"
stickleback,FALSE,FALSE,No close match found
stilt,FALSE,FALSE,No close match found
stingray,TRUE,TRUE,stingray
stinkbug,FALSE,FALSE,No close match found
stoat,TRUE,TRUE,"stoat, stonechat, tosa"
stone curlew,TRUE,FALSE,stone crab
stone marten,TRUE,FALSE,"pine marten, stonechat"
stonefish,TRUE,TRUE,"stonefish, bonefish, skate fish"
stonefly,TRUE,FALSE,"stonefish, dobsonfly"
stony coral,TRUE,FALSE,stone crab
stork,TRUE,TRUE,"stork, torkie, tornjak"
storm petrel,FALSE,FALSE,No close match found
stormy petrel,FALSE,FALSE,No close match found
striped bass,TRUE,TRUE,"striped bass, spotted bass, striped hyena"
striped hyena,TRUE,TRUE,"striped hyena, striped bass"
striped marlin,TRUE,FALSE,"white marlin, striped bass, pied tamarin"
striped mullet,TRUE,FALSE,striped hyena
striped skunk,TRUE,FALSE,"spotted skunk, striped bass, striped hyena"
striper,TRUE,FALSE,"tarsier, viper, tiger"
sturgeon,TRUE,TRUE,"sturgeon, lake sturgeon, surgeonfish"
suckerfish,TRUE,TRUE,"suckerfish, skate fish, pufferfish"
suckermouth catfish,TRUE,FALSE,suckerfish
sugar glider,TRUE,TRUE,sugar glider
summer tanager,TRUE,TRUE,"summer tanager, western tanager, scarlet tanager"
sun bear,TRUE,TRUE,"sun bear, saint bernard, brown bear"
sun conure,TRUE,FALSE,conure
sunfish,TRUE,FALSE,"lungfish, surgeonfish, stonefish"
superbug,FALSE,FALSE,No close match found
surfperch,FALSE,FALSE,No close match found
surgeon fish,TRUE,FALSE,"surgeonfish, dragonfish, scorpion fish"
surgeonfish,TRUE,TRUE,"surgeonfish, dragonfish, sturgeon"
swallow,TRUE,TRUE,"swallow, tree swallow, barn swallow"
swallowtail,TRUE,FALSE,"tiger swallowtail, black swallowtail, swallow"
swamp sparrow,TRUE,FALSE,"song sparrow, sparrow, savannah sparrow"
swan,TRUE,TRUE,swan
swift,FALSE,FALSE,No close match found
swiftlet,FALSE,FALSE,No close match found
swine,TRUE,FALSE,"swan, sidewinder"
swordfish,TRUE,TRUE,"swordfish, sawfish, oarfish"
swordtail,TRUE,FALSE,swordfish
t rex,FALSE,FALSE,No close match found
tabby,TRUE,FALSE,yabby
tabby cat,TRUE,FALSE,bobcat
tadpole,TRUE,FALSE,"doxle, dhole"
tadpole shrimp,TRUE,FALSE,amano shrimp
taipan,TRUE,TRUE,"taipan, takin, tarpon"
takahe,TRUE,FALSE,akbash
takin,TRUE,TRUE,"takin, taipan, tang"
tamarin,TRUE,TRUE,"tamarin, pied tamarin, tamaskan"
tammar wallaby,TRUE,FALSE,wallaby
tanager,TRUE,FALSE,"onager, tang, tiger"
tapeworm,TRUE,FALSE,"superworm, worm"
tapir,TRUE,TRUE,tapir
tarantula,TRUE,TRUE,"tarantula, tarantula hawk, zebra tarantula"
tardigrade,FALSE,FALSE,No close match found
tarpon,TRUE,TRUE,"tarpon, taipan"
tarsier,TRUE,TRUE,"tarsier, terrier, harrier"
tasmanian devil,TRUE,TRUE,"tasmanian devil, tasmanian tiger"
tautog,FALSE,FALSE,No close match found
tawny owl,TRUE,TRUE,"tawny owl, barn owl, snowy owl"
teacup chihuahua,TRUE,TRUE,"teacup chihuahua, chihuahua, deer head chihuahua"
teleost,FALSE,FALSE,No close match found
teleost fish,TRUE,FALSE,"telescope fish, elephant fish, mullet fish"
tench,TRUE,FALSE,tenrec
tent caterpillar,TRUE,TRUE,"tent caterpillar, caterpillar, asp caterpillar"
termite,TRUE,TRUE,"termite, ermine, terrier"
tern,TRUE,FALSE,"tiger, tetra, otter"
terrapin,TRUE,FALSE,"terrier, herring"
terrier,TRUE,TRUE,"terrier, rat terrier, jagdterrier"
tetra,TRUE,TRUE,"tetra, tuatara, neon tetra"
tetrapod,TRUE,FALSE,"tetra, theropod, pteranodon"
theropod,TRUE,TRUE,"theropod, troodon"
theropod dinosaur,TRUE,FALSE,therizinosaurus
thorny devil,TRUE,TRUE,thorny devil
thoroughbred,FALSE,FALSE,No close match found
threadfin,TRUE,FALSE,red finch
three toed sloth,FALSE,FALSE,No close match found
thresher shark,TRUE,TRUE,"thresher shark, reef shark, tiger shark"
thrip,TRUE,FALSE,shrimp
thrush,TRUE,TRUE,"thrush, song thrush"
thylacine,TRUE,FALSE,thylacoleo
tick,TRUE,TRUE,"tick, dog tick"
tiger,TRUE,TRUE,"tiger, liger, tiger moth"
tiger beetle,TRUE,TRUE,"tiger beetle, water beetle, figeater beetle"
tiger cub,TRUE,FALSE,"tiger, tiger trout, tiger beetle"
tiger moth,TRUE,TRUE,"tiger moth, winter moth, io moth"
tiger rattlesnake,TRUE,TRUE,"tiger rattlesnake, tiger snake, rattlesnake"
tiger salamander,TRUE,TRUE,"tiger salamander, fire salamander, salamander"
tiger shark,TRUE,TRUE,"tiger shark, tiger snake, sand tiger shark"
tigon,TRUE,FALSE,"pigeon, lion, lion"
tigress,TRUE,FALSE,tiger
tilapia,TRUE,FALSE,tapir
tilefish,TRUE,FALSE,"oilfish, cuttlefish, sailfish"
timber rattlesnake,TRUE,FALSE,"tiger rattlesnake, mojave rattlesnake, rattlesnake"
timber wolf,TRUE,FALSE,"dire wolf, maned wolf"
titanosaur,TRUE,TRUE,"titanosaur, titanoboa, dinosaurs"
titi,FALSE,FALSE,No close match found
titi monkey,TRUE,FALSE,"monkey, patas monkey, vervet monkey"
titmouse,TRUE,FALSE,"mouse, tufted titmouse"
toad,TRUE,FALSE,"tosa, toadfish, stoat"
toadfish,TRUE,TRUE,"toadfish, oarfish, codfish"
tobacco budworm,FALSE,FALSE,No close match found
tobacco hornworm,TRUE,FALSE,tomato hornworm
tody,FALSE,FALSE,No close match found
tom turkey,TRUE,FALSE,turkey
tomato hornworm,TRUE,TRUE,tomato hornworm
tomcat,TRUE,FALSE,"stoat, wombat, toucan"
toothed whale,TRUE,FALSE,bowhead whale
tortes,TRUE,FALSE,"turtles, tortoise, torkie"
tortoise,TRUE,TRUE,"tortoise, torkie, gopher tortoise"
tortoiseshell,TRUE,FALSE,tortoise
tortuga,FALSE,FALSE,No close match found
toucan,TRUE,TRUE,toucan
towhee,TRUE,TRUE,towhee
toy poodle,TRUE,TRUE,"toy poodle, poodle, teacup poodle"
toy spaniel,TRUE,FALSE,"boykin spaniel, cocker spaniel, tibetan spaniel"
tragopan,TRUE,FALSE,taipan
trapdoor spider,TRUE,TRUE,"trapdoor spider, joro spider, hobo spider"
tree shrew,TRUE,FALSE,"tree snake, reef shark, shrew"
treefrog,TRUE,FALSE,"tree frog, green frog, turtle frog"
trematode,TRUE,FALSE,stromatolite
trepang,TRUE,FALSE,tang
triceratops,TRUE,FALSE,"ceratopsian, xenoceratops, rhinoceros"
triggerfish,TRUE,TRUE,"triggerfish, stargazer fish, viperfish"
trilobite,FALSE,FALSE,No close match found
tripletail,FALSE,FALSE,No close match found
trogon,TRUE,FALSE,"troodon, sturgeon, tarpon"
trotter,TRUE,FALSE,"otter, rottle, rotterman"
trout,TRUE,TRUE,"trout, sea trout, lake trout"
trumpeter,FALSE,FALSE,No close match found
trumpeter swan,TRUE,FALSE,carpenter ant
tsetse,TRUE,FALSE,tsetse fly
tsetse fly,TRUE,TRUE,tsetse fly
tuatara,TRUE,TRUE,"tuatara, tetra"
tubeworm,TRUE,FALSE,"superworm, worm"
tufted puffin,FALSE,FALSE,No close match found
tufted titmouse,TRUE,TRUE,"tufted titmouse, tufted coquette"
tuna,TRUE,TRUE,tuna
tundra swan,TRUE,TRUE,tundra swan
tunicate,TRUE,FALSE,"nguni cattle, tuna"
tunny,TRUE,FALSE,tuna
turbot,TRUE,FALSE,"trout, turaco"
turkey,TRUE,TRUE,"turkey, torkie"
turkey buzzard,TRUE,FALSE,honey buzzard
turkey vulture,TRUE,TRUE,"turkey vulture, king vulture, vulture"
turtle,TRUE,FALSE,"turtles, sea turtle, box turtle"
turtle dove,TRUE,FALSE,"turtle frog, turtles"
turtledove,TRUE,FALSE,"turtles, turtle frog"
tusker,TRUE,FALSE,"turkey, musk deer, dunker"
tussock moth,TRUE,TRUE,"tussock moth, puss moth, cactus moth"
tyrannosaur,TRUE,FALSE,"tyrannosaurus rex, titanosaur, styracosaurus"
tyrannosaurus,TRUE,FALSE,"tyrannosaurus rex, styracosaurus, tylosaurus"
tyrannosaurus rex,TRUE,TRUE,"tyrannosaurus rex, styracosaurus, tylosaurus"
ungulate,FALSE,FALSE,No close match found
unicorn,TRUE,FALSE,grunion
upland sandpiper,TRUE,TRUE,"upland sandpiper, sandpiper"
urchin,TRUE,FALSE,"sea urchin, capuchin, zuchon"
vampire bat,TRUE,TRUE,"vampire bat, vampire crab , vampire squid"
vaquita,TRUE,TRUE,"vaquita, akita"
varmint,FALSE,FALSE,No close match found
veal,TRUE,FALSE,"seal, eagle"
veery,TRUE,TRUE,"veery, deer"
velociraptor,TRUE,TRUE,"velociraptor, oviraptor"
venomous lizard,TRUE,FALSE,anole lizard
vermin,TRUE,FALSE,"ermine, wolverine"
vertebrate,FALSE,FALSE,No close match found
vervet monkey,TRUE,TRUE,"vervet monkey, spider monkey, howler monkey"
vesper sparrow,TRUE,FALSE,"song sparrow, sparrow"
vicuna,TRUE,FALSE,"vicuña, iguana"
vinegarroon,TRUE,FALSE,vinegaroon
viper,TRUE,TRUE,"viper, viperfish, viper boa"
vireo,FALSE,FALSE,No close match found
vizsla,TRUE,TRUE,vizsla
vole,TRUE,TRUE,"vole, mole, doxle"
vulture,TRUE,TRUE,"vulture, king vulture, turkey vulture"
wagtail,FALSE,FALSE,No close match found
wahoo,TRUE,FALSE,"whoodle, warthog, wahoo fish"
wallaby,TRUE,TRUE,wallaby
wallaroo,TRUE,FALSE,"wallaby, swallow, mallard"
walleye,TRUE,FALSE,"walleye fish, wallaby"
walleyed pike,TRUE,FALSE,walleye fish
walrus,TRUE,TRUE,"walrus, alusky"
wandering albatross,TRUE,TRUE,wandering albatross
wapiti,FALSE,FALSE,No close match found
warbler,TRUE,TRUE,"warbler, sedge warbler, willow warbler"
warthog,TRUE,TRUE,warthog
wasp,TRUE,TRUE,"wasp, asp"
water bear,TRUE,FALSE,"water bug, cave bear, water beetle"
water buffalo,TRUE,TRUE,"water buffalo, water bug, buffalo"
water bug,TRUE,TRUE,"water bug, waterbuck, water buffalo"
water moccasin,FALSE,FALSE,No close match found
water snake,TRUE,FALSE,"garter snake, tiger snake, racer snake"
waterbird,TRUE,FALSE,"weaver bird, terror bird, frigatebird"
waterbuck,TRUE,TRUE,"waterbuck, water bug"
waterfowl,TRUE,FALSE,water vole
waxwing,TRUE,FALSE,cedar waxwing
weakfish,TRUE,FALSE,"swai fish, wels catfish, white catfish"
weasel,TRUE,TRUE,"weasel, wrasse, eel"
webworm,TRUE,FALSE,"worm, glowworm"
weevil,TRUE,FALSE,"nut weevil, weasel, eel"
weimaraner,TRUE,TRUE,"weimaraner, labmaraner"
western lowland gorilla,TRUE,TRUE,"western lowland gorilla, eastern lowland gorilla, western gorilla"
western meadowlark,TRUE,FALSE,"eastern meadowlark, western tanager, western gorilla"
western tanager,TRUE,TRUE,"western tanager, summer tanager, western rat snake"
westie,TRUE,FALSE,"westiepoo, weasel"
whale,TRUE,FALSE,"sei whale, fin whale, whoodle"
whale shark,TRUE,TRUE,"whale shark, white shark, blue shark"
wheatear,TRUE,FALSE,hamster
whelk,TRUE,FALSE,elk
whelp,FALSE,FALSE,No close match found
whiff,FALSE,FALSE,No close match found
whippet,TRUE,TRUE,whippet
whippoorwill,FALSE,FALSE,No close match found
whipsnake,TRUE,FALSE,"coachwhip snake, twig snake, pipe snake"
whiptail,TRUE,FALSE,"whiptail lizard, whiting, whippet"
whirligig beetle,TRUE,FALSE,darkling beetle
white marlin,TRUE,TRUE,"white marlin, white shark, pied tamarin"
white tailed deer,TRUE,FALSE,"whitetail deer, white-tail deer, white-tailed eagle"
white tiger,TRUE,TRUE,"white tiger, white tiger, whitetail deer"
white wolf,TRUE,FALSE,"dire wolf, red wolf"
whitebait,TRUE,FALSE,"white bass, white marlin"
whitefish,TRUE,FALSE,"white catfish, ocean whitefish, pipefish"
whitefly,TRUE,FALSE,"white butterfly, firefly"
